pair_name,reference_event_id,comparison_event_id,trace_id,reference_trace_id,comparison_trace_id,reference_location,comparison_location,station,component,sample_rate_hz,band,band_low_hz,band_high_hz,reference_snr,comparison_snr,correlation,lag_s,usable
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP1,BP.MMNB.40.DP1,BP.MMNB..DP1,40,,MMNB,DP1,250.0,10.0-40.0Hz,10.0,40.0,546.63565545848,1.406303627915425,0.40342834395283833,0.0,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP1,BP.MMNB.40.DP1,BP.MMNB..DP1,40,,MMNB,DP1,250.0,2.0-40.0Hz,2.0,40.0,731.7909973185774,1.4551490241947158,0.15634919249080861,0.004,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP2,BP.MMNB.40.DP2,BP.MMNB..DP2,40,,MMNB,DP2,250.0,2.0-10.0Hz,2.0,10.0,534.874608670212,1.4230488454564196,0.12468772628902922,0.02,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP2,BP.MMNB.40.DP2,BP.MMNB..DP2,40,,MMNB,DP2,250.0,5.0-20.0Hz,5.0,20.0,859.087101423176,1.350124812238209,0.3149995469964942,0.012,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP2,BP.MMNB.40.DP2,BP.MMNB..DP2,40,,MMNB,DP2,250.0,10.0-40.0Hz,10.0,40.0,466.20086960659586,1.4232623354865148,0.3638844462357784,-0.068,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP2,BP.MMNB.40.DP2,BP.MMNB..DP2,40,,MMNB,DP2,250.0,2.0-40.0Hz,2.0,40.0,557.628535379989,1.4194157303047599,0.1674479347575558,0.012,False
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP3,BP.MMNB.40.DP3,BP.MMNB..DP3,40,,MMNB,DP3,250.0,2.0-10.0Hz,2.0,10.0,585.9575511005561,282.3426742836104,0.9831516139973545,-0.008,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP3,BP.MMNB.40.DP3,BP.MMNB..DP3,40,,MMNB,DP3,250.0,5.0-20.0Hz,5.0,20.0,1401.8287051701436,473.97752818355235,0.9916751963066329,-0.012,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP3,BP.MMNB.40.DP3,BP.MMNB..DP3,40,,MMNB,DP3,250.0,10.0-40.0Hz,10.0,40.0,805.717070558855,258.8886180931402,0.9932699007263197,-0.012,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.MMNB.DP3,BP.MMNB.40.DP3,BP.MMNB..DP3,40,,MMNB,DP3,250.0,2.0-40.0Hz,2.0,40.0,703.3630884002275,299.57820056206003,0.9822381179746428,-0.012,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP1,BP.SCYB.40.DP1,BP.SCYB..DP1,40,,SCYB,DP1,250.0,2.0-10.0Hz,2.0,10.0,1274.9982363575928,517.6734632416473,0.9743392576883171,0.0,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP1,BP.SCYB.40.DP1,BP.SCYB..DP1,40,,SCYB,DP1,250.0,5.0-20.0Hz,5.0,20.0,1619.1658500330348,662.4152485290651,0.9842769481428718,-0.004,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP1,BP.SCYB.40.DP1,BP.SCYB..DP1,40,,SCYB,DP1,250.0,10.0-40.0Hz,10.0,40.0,1159.7939491218203,414.79960168393836,0.9850153874208845,-0.004,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP1,BP.SCYB.40.DP1,BP.SCYB..DP1,40,,SCYB,DP1,250.0,2.0-40.0Hz,2.0,40.0,1281.1291244701883,491.82615972456796,0.96077728289626,-0.004,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP2,BP.SCYB.40.DP2,BP.SCYB..DP2,40,,SCYB,DP2,250.0,2.0-10.0Hz,2.0,10.0,1059.153984891933,562.5451857757329,0.9777090921446274,0.0,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP2,BP.SCYB.40.DP2,BP.SCYB..DP2,40,,SCYB,DP2,250.0,5.0-20.0Hz,5.0,20.0,1842.642945616688,631.6868184288742,0.9792759549582065,-0.004,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP2,BP.SCYB.40.DP2,BP.SCYB..DP2,40,,SCYB,DP2,250.0,10.0-40.0Hz,10.0,40.0,978.5466261053829,311.81948288235327,0.9828200140186287,-0.004,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP2,BP.SCYB.40.DP2,BP.SCYB..DP2,40,,SCYB,DP2,250.0,2.0-40.0Hz,2.0,40.0,1061.96349531387,494.46348245811413,0.9600414818139703,-0.004,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP3,BP.SCYB.40.DP3,BP.SCYB..DP3,40,,SCYB,DP3,250.0,2.0-10.0Hz,2.0,10.0,983.1650582874873,436.1924627352675,0.9714358496454301,0.0,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP3,BP.SCYB.40.DP3,BP.SCYB..DP3,40,,SCYB,DP3,250.0,5.0-20.0Hz,5.0,20.0,1875.1691179412328,587.3018560516831,0.9823957699169857,-0.004,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP3,BP.SCYB.40.DP3,BP.SCYB..DP3,40,,SCYB,DP3,250.0,10.0-40.0Hz,10.0,40.0,980.5999046747992,355.83878381349894,0.981942957569482,-0.004,True
deep_named_75336682_anchor_51214531,75336682,51214531,BP.SCYB.DP3,BP.SCYB.40.DP3,BP.SCYB..DP3,40,,SCYB,DP3,250.0,2.0-40.0Hz,2.0,40.0,1004.8347852994002,417.95847696962505,0.9553856005301051,-0.004,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP1,BP.CCRB.40.DP1,BP.CCRB..DP1,40,,CCRB,DP1,250.0,2.0-10.0Hz,2.0,10.0,691.3230767469552,449.6484609667283,0.9849635452773746,0.008,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP1,BP.CCRB.40.DP1,BP.CCRB..DP1,40,,CCRB,DP1,250.0,5.0-20.0Hz,5.0,20.0,2716.944230232654,1371.290865320116,0.9736523944355928,0.004,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP1,BP.CCRB.40.DP1,BP.CCRB..DP1,40,,CCRB,DP1,250.0,10.0-40.0Hz,10.0,40.0,3802.5551128766233,1821.7903237665805,0.9810731637503806,0.0,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP1,BP.CCRB.40.DP1,BP.CCRB..DP1,40,,CCRB,DP1,250.0,2.0-40.0Hz,2.0,40.0,1873.1209280535425,1255.4311369105546,0.9739071699589131,0.0,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP2,BP.CCRB.40.DP2,BP.CCRB..DP2,40,,CCRB,DP2,250.0,2.0-10.0Hz,2.0,10.0,690.1857849055642,445.94646319818867,0.9803895113727775,0.008,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP2,BP.CCRB.40.DP2,BP.CCRB..DP2,40,,CCRB,DP2,250.0,5.0-20.0Hz,5.0,20.0,1454.2922874862616,727.1530107480571,0.9802856579208721,0.004,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP2,BP.CCRB.40.DP2,BP.CCRB..DP2,40,,CCRB,DP2,250.0,10.0-40.0Hz,10.0,40.0,1306.7237794477207,634.6406186971716,0.9696178674974651,0.0,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP2,BP.CCRB.40.DP2,BP.CCRB..DP2,40,,CCRB,DP2,250.0,2.0-40.0Hz,2.0,40.0,893.4849965063515,552.1731300911275,0.9530664740637342,0.004,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP3,BP.CCRB.40.DP3,BP.CCRB..DP3,40,,CCRB,DP3,250.0,2.0-10.0Hz,2.0,10.0,768.1813950694735,409.73164334186356,0.976646998628428,0.008,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP3,BP.CCRB.40.DP3,BP.CCRB..DP3,40,,CCRB,DP3,250.0,5.0-20.0Hz,5.0,20.0,1572.42563530698,798.1618982538753,0.9761217163979912,0.004,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP3,BP.CCRB.40.DP3,BP.CCRB..DP3,40,,CCRB,DP3,250.0,10.0-40.0Hz,10.0,40.0,1833.8013481128764,892.1746092152237,0.9803572421456723,0.0,True
deep_named_75336682_anchor_71325295,75336682,71325295,BP.CCRB.DP3,BP.CCRB.40.DP3,BP.CCRB..DP3,40,,CCRB,DP3,250.0,2.0-40.0Hz,2.0,40.0,1122.41165344694,647.2913949068098,0.9603779197081009,0.0,True
